EmployeeNo,Division,Qualification,Gender,Channel_of_Recruitment,Trainings_Attended,Year_of_birth,Last_performance_score,Year_of_recruitment,Targets_met,Previous_Award,Training_score_average,State_Of_Origin,Foreign_schooled,Marital_Status,Past_Disciplinary_Action,Previous_IntraDepartmental_Movement,No_of_previous_employers,Promoted_or_Not
YAK/S/43838,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1975,2.5,2015,0,0,46,RIVERS,Yes,Married,No,No,1,0
YAK/S/43839,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1982,5,2016,0,0,53,LAGOS,Yes,Not_Sure,No,No,1,0
YAK/S/43841,People/HR Management,MSc  MBA and PhD,Male,Referral and Special candidates,2,1983,12.5,2011,1,0,37,PLATEAU,Yes,Not_Sure,No,No,0,1
YAK/S/43842,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1980,12.5,2014,0,0,40,LAGOS,Yes,Married,No,No,0,0
YAK/S/43843,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,5,1988,7.5,2009,0,0,49,OGUN,Yes,Married,No,No,0,0
YAK/S/43845,Information and Strategy,First Degree or HND,Male,Agency and others,2,1980,12.5,2009,0,0,77,FCT,Yes,Single,No,No,0,0
YAK/S/43846,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1990,7.5,2011,0,0,53,KWARA,Yes,Married,No,Yes,1,0
YAK/S/43847,Sourcing and Purchasing,Non University Education,Male,Direct Internal process,3,2001,0,2018,0,0,62,DELTA,Yes,Married,No,No,0,0
YAK/S/43849,Information and Strategy,First Degree or HND,Male,Referral and Special candidates,2,1994,12.5,2017,1,0,75,ABIA,No,Married,No,No,2,0
YAK/S/43852,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1978,10,2014,0,0,46,BAUCHI,Yes,Married,No,No,1,0
YAK/S/43855,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Referral and Special candidates,2,1988,12.5,2016,1,0,43,KADUNA,Yes,Married,No,No,0,0
YAK/S/43856,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1983,7.5,2011,0,0,61,EDO,Yes,Single,No,No,1,0
YAK/S/43860,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,3,1993,10,2014,0,0,65,CROSS RIVER,Yes,Married,No,No,1,0
YAK/S/43861,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1965,12.5,2008,1,0,52,KEBBI,Yes,Single,No,No,5,0
YAK/S/43862,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,3,1981,10,2016,1,0,69,PLATEAU,Yes,Single,No,No,0,0
YAK/S/43865,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,3,1988,7.5,2014,0,1,71,ONDO,Yes,Single,No,No,3,0
YAK/S/43866,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,3,1974,7.5,2015,0,0,43,FCT,Yes,Single,No,Yes,3,0
YAK/S/43867,Business Finance Operations,First Degree or HND,Male,Direct Internal process,4,1987,7.5,2012,0,0,54,NIGER,Yes,Married,No,Yes,0,0
YAK/S/43869,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1980,2.5,2007,0,0,46,ABIA,Yes,Married,No,No,0,0
YAK/S/43871,Information and Strategy,First Degree or HND,Male,Agency and others,3,1978,7.5,2005,0,0,74,OGUN,Yes,Married,No,No,6,0
YAK/S/43873,Business Finance Operations,MSc  MBA and PhD,Male,Agency and others,2,1980,10,2014,0,0,49,AKWA IBOM,Yes,Married,No,No,0,0
YAK/S/43875,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1988,7.5,2010,0,0,38,RIVERS,Yes,Married,No,No,1,0
YAK/S/43876,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1979,7.5,2010,1,0,59,LAGOS,Yes,Married,No,No,1,0
YAK/S/43877,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1985,12.5,2012,0,0,76,TARABA,Yes,Married,No,No,1,1
YAK/S/43878,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1991,7.5,2015,0,0,71,NIGER,Yes,Married,No,No,0,0
YAK/S/43879,People/HR Management,First Degree or HND,Male,Direct Internal process,2,1996,0,2018,0,0,38,TARABA,Yes,Married,No,No,0,0
YAK/S/43881,Business Finance Operations,First Degree or HND,Female,Agency and others,2,1991,7.5,2018,0,0,54,EDO,Yes,Married,No,No,0,0
YAK/S/43882,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1995,7.5,2017,0,0,49,OYO,Yes,Married,Yes,No,0,0
YAK/S/43883,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,3,1991,10,2016,0,0,75,EBONYI,Yes,Single,No,No,1,0
YAK/S/43884,Sourcing and Purchasing,MSc  MBA and PhD,Male,Direct Internal process,2,1985,7.5,2011,0,0,63,LAGOS,Yes,Married,No,No,0,0
YAK/S/43885,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1987,12.5,2013,0,0,41,IMO,Yes,Married,No,No,1,0
YAK/S/43887,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,3,1989,7.5,2012,0,0,46,KATSINA,Yes,Married,No,No,1,0
YAK/S/43889,Business Finance Operations,First Degree or HND,Male,Agency and others,2,1993,7.5,2016,0,0,50,LAGOS,Yes,Married,No,No,1,0
YAK/S/43890,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1986,7.5,2012,0,0,41,LAGOS,No,Married,No,No,1,0
YAK/S/43891,Information and Strategy,First Degree or HND,Male,Agency and others,4,1980,2.5,2015,0,0,74,OGUN,Yes,Single,No,No,0,0
YAK/S/43892,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1982,5,2014,0,0,62,RIVERS,Yes,Single,No,No,5,0
YAK/S/43893,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1966,12.5,2005,1,0,40,LAGOS,Yes,Married,No,No,0,0
YAK/S/43894,Customer Support and Field Operations,MSc  MBA and PhD,Male,Referral and Special candidates,3,1981,12.5,2015,1,0,50,OSUN,Yes,Married,No,Yes,1,0
YAK/S/43895,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1983,2.5,2016,0,0,42,LAGOS,Yes,Single,No,No,0,0
YAK/S/43897,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1971,2.5,2002,0,0,42,NASSARAWA,Yes,Single,No,Yes,1,0
YAK/S/43899,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1989,7.5,2012,0,0,45,LAGOS,Yes,Married,No,No,0,0
YAK/S/43900,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1981,10,2010,0,0,42,NIGER,Yes,Single,No,Yes,1,0
YAK/S/43901,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1988,7.5,2017,0,0,50,KANO,Yes,Married,No,Yes,0,0
YAK/S/43903,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1982,10,2015,0,0,36,LAGOS,Yes,Married,No,No,4,0
YAK/S/43908,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,3,1990,12.5,2018,0,0,73,LAGOS,Yes,Married,No,No,4,1
YAK/S/43909,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,3,1980,2.5,2016,0,0,42,RIVERS,Yes,Married,No,Yes,1,0
YAK/S/43910,Business Finance Operations,Non University Education,Male,Agency and others,2,1996,0,2018,1,0,49,GOMBE,Yes,Single,No,No,1,0
YAK/S/43911,Information and Strategy,First Degree or HND,Female,Direct Internal process,2,1993,7.5,2016,1,0,74,ONDO,Yes,Married,No,No,0,1
YAK/S/43912,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,3,1983,7.5,2010,0,0,62,ENUGU,Yes,Married,No,No,0,0
YAK/S/43913,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1985,7.5,2016,1,0,40,LAGOS,Yes,Married,No,Yes,2,0
YAK/S/43914,Information Technology and Solution Support,MSc  MBA and PhD,Female,Agency and others,2,1977,12.5,2004,1,0,67,OSUN,Yes,Married,No,No,1,0
YAK/S/43915,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1984,10,2009,0,0,42,ANAMBRA,Yes,Married,No,No,0,0
YAK/S/43916,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1989,10,2017,1,0,50,BENUE,Yes,Married,No,No,1,0
YAK/S/43917,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1965,10,2007,0,0,73,ADAMAWA,Yes,Married,No,No,0,0
YAK/S/43918,Information Technology and Solution Support,MSc  MBA and PhD,Female,Direct Internal process,2,1983,2.5,2007,0,0,72,KADUNA,Yes,Single,No,Yes,1,0
YAK/S/43919,Research and Innovation,First Degree or HND,Male,Agency and others,2,1978,5,2017,0,0,79,ANAMBRA,Yes,Single,No,Yes,1,0
YAK/S/43920,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1980,10,2012,1,0,52,CROSS RIVER,Yes,Married,No,No,1,0
YAK/S/43921,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1994,5,2017,0,0,53,KATSINA,No,Married,No,No,1,0
YAK/S/43922,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1989,10,2012,0,0,42,OYO,Yes,Married,No,No,0,0
YAK/S/43923,Business Finance Operations,First Degree or HND,Male,Direct Internal process,2,1993,12.5,2015,1,0,55,RIVERS,Yes,Married,No,No,2,0
YAK/S/43924,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1993,12.5,2015,1,0,53,DELTA,Yes,Married,No,No,0,0
YAK/S/43925,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1986,7.5,2010,1,0,84,DELTA,Yes,Married,No,No,1,1
YAK/S/43926,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1983,7.5,2010,0,0,57,RIVERS,Yes,Married,No,No,0,1
YAK/S/43928,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1997,12.5,2017,0,0,40,PLATEAU,Yes,Married,No,No,1,0
YAK/S/43929,Regulatory and Legal services,MSc  MBA and PhD,Male,Agency and others,2,1985,2.5,2015,0,0,52,FCT,Yes,Married,No,No,1,0
YAK/S/43930,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,3,1991,12.5,2015,1,0,62,OGUN,No,Married,No,No,1,0
YAK/S/43931,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1983,7.5,2012,1,1,43,KWARA,Yes,Married,No,No,2,0
YAK/S/43932,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1968,7.5,2008,0,0,71,FCT,Yes,Married,No,No,1,0
YAK/S/43933,People/HR Management,First Degree or HND,Female,Referral and Special candidates,2,1985,10,2014,1,0,45,OGUN,Yes,Married,No,No,0,0
YAK/S/43934,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1989,5,2014,0,0,37,EDO,Yes,Married,No,No,0,0
YAK/S/43935,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1993,12.5,2014,1,0,61,OGUN,Yes,Married,No,No,0,0
YAK/S/43936,People/HR Management,First Degree or HND,Female,Direct Internal process,2,1989,12.5,2010,1,0,43,LAGOS,Yes,Married,No,No,0,1
YAK/S/43937,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1983,10,2010,0,0,58,EDO,Yes,Married,No,No,1,0
YAK/S/43939,Regulatory and Legal services,MSc  MBA and PhD,Female,Direct Internal process,2,1968,7.5,2017,0,0,50,YOBE,Yes,Married,No,No,1,0
YAK/S/43940,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1995,7.5,2016,0,0,42,EDO,Yes,Married,No,No,1,0
YAK/S/43941,Business Finance Operations,First Degree or HND,Male,Agency and others,2,1996,7.5,2016,1,0,54,IMO,Yes,Married,No,No,1,0
YAK/S/43943,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1993,10,2016,0,0,63,TARABA,No,Married,No,Yes,1,0
YAK/S/43944,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1983,7.5,2010,0,0,72,DELTA,Yes,Single,No,No,1,0
YAK/S/43945,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1982,5,2010,1,0,49,ANAMBRA,Yes,Married,No,No,3,1
YAK/S/43946,Research and Innovation,MSc  MBA and PhD,Male,Direct Internal process,2,1995,7.5,2016,0,0,74,LAGOS,Yes,Married,No,No,1,0
YAK/S/43948,Customer Support and Field Operations,First Degree or HND,Male,Referral and Special candidates,2,1995,12.5,2016,1,0,49,IMO,Yes,Married,No,No,2,1
YAK/S/43949,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,3,1977,12.5,2004,0,0,63,NIGER,No,Single,No,No,0,0
YAK/S/43950,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,3,1971,7.5,2001,0,0,71,EKITI,No,Single,No,No,1,0
YAK/S/43954,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1995,12.5,2016,1,0,76,DELTA,No,Married,No,No,1,1
YAK/S/43956,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1977,2.5,2005,0,0,48,KADUNA,Yes,Married,No,No,1,0
YAK/S/43957,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1987,7.5,2014,0,0,65,EKITI,Yes,Married,No,No,0,1
YAK/S/43960,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1995,0,2018,0,0,64,ENUGU,Yes,Married,No,No,1,0
YAK/S/43964,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1985,12.5,2014,1,0,56,OGUN,Yes,Married,No,No,0,0
YAK/S/43965,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1977,10,2005,0,0,41,LAGOS,Yes,Married,No,No,1,0
YAK/S/43966,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1989,5,2013,0,0,66,PLATEAU,Yes,Married,No,No,1,0
YAK/S/43968,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,2,1965,10,1988,0,0,70,ANAMBRA,Yes,Married,No,No,2,0
YAK/S/43973,Information and Strategy,MSc  MBA and PhD,Male,Agency and others,2,1988,10,2010,1,0,91,GOMBE,No,Married,No,No,1,1
YAK/S/43975,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1984,7.5,2016,1,0,73,KANO,Yes,Married,No,No,1,0
YAK/S/43976,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,2,1991,12.5,2016,1,0,71,KATSINA,Yes,Married,No,No,1,0
YAK/S/43977,Customer Support and Field Operations,Non University Education,Male,Agency and others,2,1997,0,2018,0,0,54,ZAMFARA,Yes,Married,No,No,1,0
YAK/S/43979,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1971,12.5,2012,1,0,58,IMO,Yes,Single,No,No,1,0
YAK/S/43980,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,2,1995,10,2017,1,0,71,RIVERS,Yes,Married,No,No,1,0
YAK/S/43981,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1991,0,2018,0,0,52,FCT,Yes,Single,No,No,1,0
YAK/S/43982,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1981,10,2010,0,0,55,LAGOS,Yes,Married,No,No,1,0
YAK/S/43984,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1983,7.5,2009,0,0,46,RIVERS,Yes,Married,No,No,6,0
YAK/S/43985,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1982,2.5,2009,0,0,43,AKWA IBOM,Yes,Married,No,No,6,0
YAK/S/43986,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1986,7.5,2013,0,0,63,KADUNA,No,Married,No,No,0,0
YAK/S/43987,Information and Strategy,,Male,Agency and others,2,1996,0,2018,1,0,77,FCT,Yes,Married,No,No,0,0
YAK/S/43988,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1986,10,2014,0,0,44,OGUN,Yes,Married,No,No,4,0
YAK/S/43990,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1989,5,2015,0,0,42,ANAMBRA,Yes,Married,No,No,3,0
YAK/S/43991,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1987,2.5,2013,1,0,52,LAGOS,Yes,Married,No,No,1,0
YAK/S/43992,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1981,12.5,2007,0,0,79,EDO,Yes,Married,No,No,3,0
YAK/S/43995,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1984,10,2012,1,0,74,EBONYI,Yes,Married,No,No,0,0
YAK/S/43996,People/HR Management,First Degree or HND,Female,Referral and Special candidates,2,1992,0,2018,0,0,58,OGUN,No,Married,No,No,1,1
YAK/S/43997,Customer Support and Field Operations,MSc  MBA and PhD,Male,Referral and Special candidates,2,1982,12.5,2008,0,0,51,GOMBE,Yes,Married,No,No,1,0
YAK/S/43998,Commercial Sales and Marketing,,Male,Agency and others,2,1987,7.5,2016,0,0,42,KADUNA,Yes,Married,No,No,1,0
YAK/S/43999,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1986,7.5,2011,0,0,38,OGUN,Yes,Single,No,No,1,0
YAK/S/44000,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,3,1993,0,2018,0,0,64,KADUNA,Yes,Single,No,No,0,0
YAK/S/44001,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1994,12.5,2014,1,0,49,LAGOS,Yes,Married,No,No,0,0
YAK/S/44003,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1993,7.5,2012,0,0,68,ABIA,Yes,Married,No,No,2,0
YAK/S/44004,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1987,2.5,2016,0,0,44,KOGI,Yes,Married,No,No,4,0
YAK/S/44005,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1993,0,2018,0,0,40,ADAMAWA,Yes,Married,No,Yes,0,0
YAK/S/44006,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1973,2.5,2016,0,0,60,RIVERS,Yes,Married,No,No,1,0
YAK/S/44007,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1993,7.5,2013,0,0,47,EDO,Yes,Married,No,No,1,0
YAK/S/44008,Information and Strategy,First Degree or HND,Male,Direct Internal process,4,1994,0,2018,0,0,80,OYO,Yes,Married,No,No,0,0
YAK/S/44009,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1989,7.5,2010,0,0,71,SOKOTO,Yes,Married,No,No,1,0
YAK/S/44010,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1986,7.5,2009,0,0,62,SOKOTO,Yes,Married,No,No,0,0
YAK/S/44011,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,3,1994,0,2018,1,0,48,AKWA IBOM,Yes,Married,No,No,1,0
YAK/S/44014,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1992,7.5,2016,1,0,49,ADAMAWA,Yes,Married,No,No,1,0
YAK/S/44016,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1993,2.5,2015,0,0,71,FCT,Yes,Married,No,No,1,0
YAK/S/44018,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,3,1986,5,2014,0,0,41,JIGAWA,Yes,Married,No,No,1,0
YAK/S/44019,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1961,2.5,2012,0,0,44,BORNO,Yes,Married,No,No,2,0
YAK/S/44021,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1993,5,2016,0,0,47,LAGOS,Yes,Married,No,No,0,0
YAK/S/44022,Commercial Sales and Marketing,MSc  MBA and PhD,Female,Direct Internal process,2,1963,2.5,2003,0,0,39,OYO,Yes,Married,No,Yes,2,0
YAK/S/44024,Business Finance Operations,First Degree or HND,Male,Direct Internal process,2,1993,0,2018,1,0,47,ANAMBRA,Yes,Not_Sure,No,No,1,0
YAK/S/44027,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,3,1984,12.5,2010,1,0,44,IMO,Yes,Married,No,No,1,0
YAK/S/44028,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,3,1987,2.5,2010,0,0,72,NASSARAWA,No,Single,No,No,1,0
YAK/S/44032,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1992,10,2017,1,0,69,OSUN,Yes,Married,No,Yes,1,0
YAK/S/44035,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1987,12.5,2011,0,0,55,IMO,Yes,Married,No,No,0,0
YAK/S/44036,Information and Strategy,First Degree or HND,Male,Agency and others,2,1979,7.5,2010,0,0,77,KANO,Yes,Married,No,No,0,0
YAK/S/44037,Information and Strategy,First Degree or HND,Female,Agency and others,3,1993,0,2018,0,0,78,KATSINA,Yes,Married,No,No,0,0
YAK/S/44038,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,2,1994,0,2018,0,0,52,KWARA,Yes,Married,No,No,1,0
YAK/S/44040,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1989,12.5,2014,0,0,44,OGUN,Yes,Single,No,No,0,0
YAK/S/44041,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1980,5,2013,0,0,49,KOGI,Yes,Married,No,No,1,0
YAK/S/44042,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1985,7.5,2010,0,0,42,OYO,Yes,Married,No,No,0,0
YAK/S/44043,Sourcing and Purchasing,MSc  MBA and PhD,Female,Agency and others,3,1988,7.5,2012,0,0,58,LAGOS,Yes,Married,No,No,0,0
YAK/S/44045,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1991,7.5,2016,0,0,69,FCT,Yes,Married,No,No,1,0
YAK/S/44046,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,3,1990,2.5,2014,0,0,43,KADUNA,Yes,Married,No,No,1,0
YAK/S/44047,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,3,1990,7.5,2010,0,0,44,BENUE,Yes,Married,No,Yes,1,0
YAK/S/44049,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1996,10,2016,0,0,39,ADAMAWA,Yes,Married,No,No,1,0
YAK/S/44050,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1982,10,2016,0,0,39,OYO,Yes,Single,No,No,0,0
YAK/S/44051,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1989,10,2013,1,0,49,LAGOS,Yes,Married,No,No,1,0
YAK/S/44052,Information Technology and Solution Support,Non University Education,Female,Direct Internal process,2,1999,10,2017,1,0,73,KANO,Yes,Married,No,No,0,0
YAK/S/44054,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1976,2.5,2004,0,0,41,NASSARAWA,Yes,Married,No,No,1,0
YAK/S/44055,Information and Strategy,First Degree or HND,Male,Agency and others,2,1992,12.5,2011,0,0,77,OYO,Yes,Married,No,No,1,0
YAK/S/44058,Information and Strategy,,Male,Agency and others,2,1993,10,2017,1,0,77,FCT,Yes,Married,No,No,1,0
YAK/S/44059,Information Technology and Solution Support,MSc  MBA and PhD,Female,Agency and others,2,1989,7.5,2014,0,0,84,KWARA,Yes,Married,No,No,1,1
YAK/S/44060,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1989,7.5,2015,1,0,55,KANO,Yes,Married,No,Yes,0,0
YAK/S/44062,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1975,10,2009,0,0,76,KWARA,No,Married,No,No,2,0
YAK/S/44063,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1981,2.5,2016,0,0,42,LAGOS,Yes,Married,No,No,1,0
YAK/S/44064,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,3,1990,5,2011,0,0,60,KANO,Yes,Married,No,No,1,0
YAK/S/44065,Regulatory and Legal services,MSc  MBA and PhD,Male,Agency and others,2,1977,12.5,2013,1,0,52,KADUNA,Yes,Married,No,No,1,0
YAK/S/44066,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1966,5,2012,0,0,53,LAGOS,Yes,Married,No,No,1,0
YAK/S/44067,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1982,12.5,2013,1,0,51,DELTA,Yes,Married,No,No,1,0
YAK/S/44068,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,4,1993,0,2018,0,0,43,FCT,Yes,Single,No,No,1,0
YAK/S/44069,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1980,12.5,2003,0,0,54,LAGOS,Yes,Single,No,Yes,1,1
YAK/S/44072,Business Finance Operations,MSc  MBA and PhD,Male,Agency and others,2,1983,10,2015,0,0,52,LAGOS,Yes,Single,No,No,0,0
YAK/S/44075,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1992,7.5,2016,0,0,60,KWARA,Yes,Single,No,No,1,0
YAK/S/44076,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1988,2.5,2015,1,0,41,ADAMAWA,No,Married,No,No,2,0
YAK/S/44077,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,3,1990,10,2017,0,0,41,RIVERS,Yes,Married,No,No,1,0
YAK/S/44078,Sourcing and Purchasing,MSc  MBA and PhD,Male,Direct Internal process,2,1988,7.5,2016,1,0,60,OGUN,Yes,Married,No,Yes,0,0
YAK/S/44079,People/HR Management,First Degree or HND,Male,Agency and others,2,1993,7.5,2016,0,0,43,OGUN,Yes,Married,No,No,1,0
YAK/S/44082,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,3,1989,7.5,2017,1,0,52,EKITI,Yes,Married,No,No,1,0
YAK/S/44083,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1990,7.5,2015,0,0,53,KANO,Yes,Married,No,No,3,0
YAK/S/44084,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1984,7.5,2013,0,0,41,OGUN,Yes,Married,No,No,3,0
YAK/S/44085,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1996,10,2017,1,0,72,KWARA,Yes,Married,No,No,1,0
YAK/S/44088,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,5,1993,2.5,2017,1,0,45,KATSINA,Yes,Married,No,No,1,0
YAK/S/44090,Sourcing and Purchasing,MSc  MBA and PhD,Female,Direct Internal process,2,1971,2.5,2015,0,0,60,LAGOS,Yes,Married,No,No,1,0
YAK/S/44091,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1992,0,2018,0,0,52,NASSARAWA,Yes,Married,No,No,0,0
YAK/S/44092,Commercial Sales and Marketing,,Male,Direct Internal process,2,1994,2.5,2017,0,0,43,FCT,Yes,Married,No,No,1,0
YAK/S/44093,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1993,12.5,2018,0,0,78,PLATEAU,Yes,Single,No,No,3,0
YAK/S/44094,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1985,7.5,2012,0,0,71,LAGOS,Yes,Married,No,No,2,0
YAK/S/44095,Information and Strategy,First Degree or HND,Male,Agency and others,3,1979,7.5,2013,1,0,77,KANO,Yes,Married,No,No,1,0
YAK/S/44096,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1980,10,2011,1,0,43,OGUN,Yes,Married,No,No,1,1
